sum_of_errors,continuous_vertices,bikengrowth_vertices,continuous_disconnected_pairs,bikengrowth_disconnected_pairs,prune_quantile,continuous_abstract_edges,bikengrowth_abstract_edges
-25400.54845023804,2191,2263,531,465,0.25,26,26
-38865.57105911308,4077,4253,180,75,0.5,54,54
341538.9766909531,5116,5915,0,0,0.75,80,80
492084.95436619525,5835,6807,0,0,1,100,104
-3654.3286634546243,2529,2263,488,465,0.25,26,26
21496.933360895542,4251,4253,213,75,0.5,54,54
392063.27199796296,5799,5915,0,0,0.75,80,80
221276.0363490524,6103,6807,0,0,1,100,104
-5861.290128750163,2464,2263,510,465,0.25,26,26
136399.86951122872,4236,4253,146,75,0.5,54,54
404710.0991342657,5481,5915,0,0,0.75,80,80
325972.74656948244,6227,6807,0,0,1,100,104
-53402.16164147208,2583,2263,509,465,0.25,26,26
83077.50087210446,4491,4253,111,75,0.5,54,54
233033.54848218718,5539,5915,75,0,0.75,80,80
283724.37178352714,6132,6807,0,0,1,99,104
-65604.902527227,2296,2263,531,465,0.25,26,26
73447.89964660566,3902,4253,146,75,0.5,54,54
353123.98058506334,5233,5915,0,0,0.75,80,80
162124.88935968917,6430,6807,0,0,1,99,104
-29406.794691825977,2544,2263,531,465,0.25,26,26
132871.97944707645,4244,4253,213,75,0.5,54,54
471365.28992300207,5374,5915,38,0,0.75,80,80
363876.48198535835,6027,6807,0,0,1,100,104
-73390.46972254328,2246,2263,510,465,0.25,26,26
28684.841420285113,4239,4253,213,75,0.5,54,54
347764.71861812845,5418,5915,38,0,0.75,80,80
394460.21539753565,6048,6807,0,0,1,101,104
-27144.12857349687,2210,2263,531,465,0.25,26,26
100675.50041548861,3971,4253,213,75,0.5,54,54
399731.42573842517,5226,5915,0,0,0.75,80,80
411723.62837377086,5843,6807,0,0,1,99,104
-52078.15115783656,2306,2263,530,465,0.25,26,26
18796.439790228906,4069,4253,180,75,0.5,54,54
457064.97267486545,5489,5915,0,0,0.75,80,80
501965.70344662556,6032,6807,0,0,1,102,104
-38596.76603320518,2123,2263,551,465,0.25,26,26
211182.17197567335,4116,4253,111,75,0.5,54,54
449404.8879153358,5703,5915,0,0,0.75,80,80
336560.6888124921,6239,6807,0,0,1,100,104
-40708.33697609011,2238,2263,550,465,0.25,26,26
14714.903557009971,3755,4253,213,75,0.5,54,54
312891.30082831165,5324,5915,0,0,0.75,80,80
330588.43879744137,5860,6807,0,0,1,98,104
-27883.996917537923,2286,2263,465,465,0.25,26,26
107201.48213942962,3733,4253,213,75,0.5,54,54
292277.88711063605,5122,5915,0,0,0.75,80,80
281868.04998957156,5532,6807,0,0,1,99,104
71.16855695117829,2261,2263,530,465,0.25,26,26
121829.94935469865,4097,4253,180,75,0.5,54,54
522519.84416041686,5638,5915,38,0,0.75,80,80
558492.4584767175,6197,6807,0,0,1,100,104
10174.005793621574,2391,2263,510,465,0.25,26,26
33733.26474577846,4337,4253,111,75,0.5,54,54
317365.70852382405,5837,5915,0,0,0.75,80,80
273208.55881038576,6248,6807,0,0,1,99,104
-30926.17673166998,2243,2263,510,465,0.25,26,26
104208.50747851064,3907,4253,146,75,0.5,54,54
200073.62463414524,5248,5915,38,0,0.75,80,80
330915.3080478232,5767,6807,0,0,1,99,104
39517.49683266826,2232,2263,531,465,0.25,26,26
62650.001144846465,3844,4253,180,75,0.5,54,54
398168.23749627045,5185,5915,38,0,0.75,80,80
224378.12915216855,5872,6807,0,0,1,101,104
-16470.931451805896,2609,2263,510,465,0.25,26,26
118662.63340257207,4235,4253,180,75,0.5,54,54
468119.8139350067,5433,5915,38,0,0.75,80,80
376073.2091497217,6073,6807,0,0,1,101,104
-73117.66547298648,2377,2263,510,465,0.25,26,26
-19503.599113045773,4154,4253,180,75,0.5,54,54
248267.34107126226,5353,5915,111,0,0.75,80,80
392515.78376256244,6342,6807,0,0,1,99,104
85234.49681447158,2362,2263,465,465,0.25,26,26
255663.9858583755,4109,4253,146,75,0.5,54,54
285788.0752670917,5503,5915,0,0,0.75,80,80
314512.4564310693,6285,6807,0,0,1,100,104
-9815.914963826648,2397,2263,510,465,0.25,26,26
60563.94813058647,4697,4253,245,75,0.5,54,54
614938.6706849881,5683,5915,38,0,0.75,80,80
464450.6010512643,6345,6807,0,0,1,99,104
-34133.0849203917,2635,2263,510,465,0.25,26,26
70033.76393366868,4326,4253,180,75,0.5,54,54
276792.95380062575,5380,5915,38,0,0.75,80,80
343306.2181565013,5850,6807,0,0,1,99,104
-7108.100430374918,2269,2263,510,465,0.25,26,26
-12000.365647241879,3807,4253,180,75,0.5,54,54
241814.25841189598,5016,5915,75,0,0.75,80,80
347536.3112081128,5915,6807,0,0,1,102,104
-38412.53237308173,2441,2263,510,465,0.25,26,26
307824.3232130629,4289,4253,146,75,0.5,54,54
287023.2132864054,5437,5915,38,0,0.75,80,80
412216.5772263973,5918,6807,0,0,1,100,104
-82631.22663122456,2631,2263,465,465,0.25,26,26
87764.933259126,4322,4253,75,75,0.5,54,54
381674.58246142865,5295,5915,0,0,0.75,80,80
451496.7727954672,5809,6807,0,0,1,100,104
-48681.61868811649,2376,2263,531,465,0.25,26,26
-36534.046096030695,3766,4253,213,75,0.5,54,54
143037.0284694712,5217,5915,38,0,0.75,80,80
188871.85489020523,5903,6807,0,0,1,99,104
40648.21967560752,2831,2263,488,465,0.25,26,26
67681.319795141,4128,4253,213,75,0.5,54,54
353594.59415962617,5155,5915,75,0,0.75,80,80
230794.6740631481,6012,6807,0,0,1,100,104
32401.812814037745,2648,2263,488,465,0.25,26,26
58258.67920308092,4503,4253,146,75,0.5,54,54
504000.37678125215,5402,5915,38,0,0.75,80,80
448986.59809719864,6052,6807,0,0,1,100,104
16626.70211431232,2207,2263,510,465,0.25,26,26
-3365.451375590461,4089,4253,180,75,0.5,54,54
240006.17706749958,5366,5915,0,0,0.75,80,80
252765.21107097852,5949,6807,0,0,1,98,104
-76791.23489897874,2596,2263,487,465,0.25,26,26
128564.63155683703,4322,4253,111,75,0.5,54,54
418570.87555888004,5337,5915,0,0,0.75,80,80
507141.5349529998,5856,6807,0,0,1,99,104
23528.084590633996,2384,2263,465,465,0.25,26,26
142634.83907821923,4235,4253,213,75,0.5,54,54
358984.6004156073,5198,5915,38,0,0.75,80,80
660672.7037875275,5860,6807,0,0,1,101,104
17771.44737860089,2211,2263,510,465,0.25,26,26
229200.345764878,4003,4253,146,75,0.5,54,54
346092.4482345736,5230,5915,38,0,0.75,80,80
258265.39171984562,6479,6807,0,0,1,101,104
11152.57023482419,2099,2263,551,465,0.25,26,26
71521.99866420944,4209,4253,146,75,0.5,54,54
354335.819998726,5424,5915,38,0,0.75,80,80
414141.3514884069,6221,6807,0,0,1,101,104
-428.5596307344922,2386,2263,510,465,0.25,26,26
