sum_of_errors,continuous_vertices,bikengrowth_vertices,continuous_disconnected_pairs,bikengrowth_disconnected_pairs,prune_quantile,continuous_abstract_edges,bikengrowth_abstract_edges
-21931.490137447345,2420,2263,551,465,0.25,26,26
70867.29987381725,4011,4253,416,75,0.5,54,54
98858.52972172643,4847,5915,416,0,0.75,80,80
194879.32922633443,5161,6807,390,0,1,99,104
-2810.633647884725,2201,2263,551,465,0.25,26,26
116600.76900622377,3630,4253,390,75,0.5,54,54
197541.6851195258,4541,5915,416,0,0.75,80,80
203332.76158015005,5022,6807,416,0,1,99,104
-34910.89844227204,2370,2263,570,465,0.25,26,26
-42954.7239585231,3506,4253,416,75,0.5,54,54
103117.23916525434,4384,5915,416,0,0.75,80,80
112411.05384379797,4688,6807,416,0,1,99,104
-31044.44275685505,2353,2263,551,465,0.25,26,26
22815.457173759176,3941,4253,363,75,0.5,54,54
77690.8759160438,4884,5915,363,0,0.75,80,80
102307.39775610817,5058,6807,363,0,1,99,104
-30057.00187079965,2360,2263,531,465,0.25,26,26
3103.3487580527008,4050,4253,390,75,0.5,54,54
210905.01559753748,4831,5915,390,0,0.75,80,80
228093.02642702524,5178,6807,390,0,1,101,104
-26749.50905362166,2636,2263,570,465,0.25,26,26
-18627.324501004852,4373,4253,390,75,0.5,54,54
219702.83489135132,5128,5915,390,0,0.75,80,80
195494.46548510008,5553,6807,390,0,1,98,104
-70891.7452079268,2505,2263,551,465,0.25,26,26
22617.992929541742,3560,4253,390,75,0.5,54,54
145262.27434300198,4192,5915,363,0,0.75,80,80
282993.279718302,4717,6807,363,0,1,101,104
-28585.721033351925,2269,2263,570,465,0.25,26,26
-54331.01398738658,3932,4253,390,75,0.5,54,54
181627.12800807485,4749,5915,416,0,0.75,80,80
266071.98780493165,5422,6807,390,0,1,101,104
-34848.66955327045,2478,2263,588,465,0.25,26,26
32327.16425055987,4109,4253,390,75,0.5,54,54
232737.53793114697,5081,5915,416,0,0.75,80,80
280127.34392775147,5561,6807,390,0,1,100,104
-31189.626406722593,2660,2263,531,465,0.25,26,26
83654.99484597435,3839,4253,390,75,0.5,54,54
171122.30681847315,4785,5915,416,0,0.75,80,80
145587.30753088335,5093,6807,416,0,1,98,104
-72555.93127948156,2373,2263,588,465,0.25,26,26
-13010.80743460471,3596,4253,416,75,0.5,54,54
120100.2872433749,4376,5915,416,0,0.75,80,80
110979.53659582001,4536,6807,416,0,1,98,104
-46854.08134100225,2602,2263,531,465,0.25,26,26
-19296.311318122927,4017,4253,416,75,0.5,54,54
190802.63311796228,4948,5915,416,0,0.75,80,80
181991.77065856737,5223,6807,416,0,1,99,104
-42044.7341117741,1849,2263,588,465,0.25,26,26
25476.21726253498,3221,4253,416,75,0.5,54,54
51475.96692625418,3955,5915,416,0,0.75,80,80
70811.34488942451,4543,6807,390,0,1,99,104
-9831.768982026842,2312,2263,510,465,0.25,26,26
-12189.77839931806,4264,4253,390,75,0.5,54,54
166684.96548082645,5016,5915,390,0,0.75,80,80
251804.6621520118,5325,6807,390,0,1,100,104
-11366.078878653316,2436,2263,531,465,0.25,26,26
34349.09882657037,3601,4253,390,75,0.5,54,54
199502.81078940612,4665,5915,390,0,0.75,80,80
