sum_of_errors,continuous_vertices,bikengrowth_vertices,continuous_disconnected_pairs,bikengrowth_disconnected_pairs,prune_quantile,continuous_abstract_edges,bikengrowth_abstract_edges
12179.607771175179,1662,1486,686,696,0.25,18,18
5077.622612865389,3665,3487,551,551,0.5,43,43
8465.270079806603,5409,5124,306,335,0.75,70,70
-7939.048613787474,6901,6807,38,0,1,102,104
11375.930738411993,1637,1486,686,696,0.25,18,18
3682.634152520651,3565,3487,551,551,0.5,43,43
-10082.57464502004,5246,5124,335,335,0.75,70,70
-43716.25478490525,6686,6807,38,0,1,102,104
1163.809611378705,1621,1486,696,696,0.25,18,18
23458.912185250916,3536,3487,551,551,0.5,43,43
17052.308397283807,5433,5124,335,335,0.75,70,70
83997.52832669308,6791,6807,38,0,1,99,104
2031.3855297183009,1474,1486,686,696,0.25,18,18
49998.247633554915,3596,3487,531,551,0.5,43,43
48512.51179100935,5409,5124,306,335,0.75,70,70
77691.61558337722,6964,6807,38,0,1,102,104
10418.527396903197,1621,1486,696,696,0.25,18,18
15747.283988339277,3456,3487,551,551,0.5,43,43
7268.785173406008,5194,5124,306,335,0.75,70,70
93250.91598126912,6513,6807,38,0,1,102,104
3573.864577650804,1906,1486,686,696,0.25,18,18
45372.9109096712,3642,3487,531,551,0.5,43,43
19438.302436809376,5185,5124,335,335,0.75,70,70
-25861.693250410757,6681,6807,38,0,1,102,104
2166.4907325191944,1535,1486,696,696,0.25,18,18
2866.236839315743,3435,3487,551,551,0.5,43,43
-5897.565877334229,5044,5124,335,335,0.75,70,70
-17171.310011201567,6499,6807,38,0,1,99,104
1954.8229126553015,1585,1486,686,696,0.25,18,18
14591.474668256946,3508,3487,531,551,0.5,43,43
44072.162411973535,5282,5124,306,335,0.75,70,70
42826.32463895445,6786,6807,38,0,1,100,104
299.53509305468833,1685,1486,696,696,0.25,18,18
27999.232908874263,3774,3487,531,551,0.5,43,43
43889.296757432625,5239,5124,306,335,0.75,70,70
52219.64602972335,6714,6807,38,0,1,100,104
8835.2294351816,1678,1486,686,696,0.25,18,18
8646.296009374455,3524,3487,551,551,0.5,43,43
-8910.683822650893,5209,5124,306,335,0.75,70,70
-28244.469502151493,6596,6807,38,0,1,100,104
7455.957246784987,1517,1486,686,696,0.25,18,18
5083.521472041655,3608,3487,531,551,0.5,43,43
20369.211029873968,5450,5124,306,335,0.75,70,70
74020.28269695501,6952,6807,38,0,1,102,104
6955.840116774879,1574,1486,686,696,0.25,18,18
11147.392687324838,3742,3487,551,551,0.5,43,43
51964.218564306015,5380,5124,306,335,0.75,70,70
-18706.996626866603,6928,6807,38,0,1,101,104
14602.480032265605,1692,1486,686,696,0.25,18,18
33648.016823439364,3482,3487,531,551,0.5,43,43
18451.795290080485,4940,5124,306,335,0.75,70,70
41065.753743207424,6518,6807,38,0,1,100,104
403.1573435552932,1506,1486,696,696,0.25,18,18
14829.467624234478,3541,3487,551,551,0.5,43,43
20281.052609350758,5261,5124,306,335,0.75,70,70
33153.12024647119,6721,6807,38,0,1,100,104
22924.834535266687,1658,1486,686,696,0.25,18,18
61232.544459716664,3496,3487,551,551,0.5,43,43
23744.167087162183,5345,5124,335,335,0.75,70,70
51305.93463072181,6787,6807,38,0,1,99,104
4354.752478510296,1529,1486,686,696,0.25,18,18
10769.573614446137,3391,3487,551,551,0.5,43,43
10519.662437328068,5200,5124,306,335,0.75,70,70
-12500.822601662756,6832,6807,0,0,1,103,104
1449.714869648697,1954,1486,686,696,0.25,18,18
32970.37933842692,3959,3487,551,551,0.5,43,43
47654.49949680054,5695,5124,335,335,0.75,70,70
36941.7328757537,7232,6807,38,0,1,101,104
19798.068159024315,1638,1486,686,696,0.25,18,18
9228.882235042442,3564,3487,551,551,0.5,43,43
-4594.965546986002,5388,5124,335,335,0.75,70,70
37661.81184499262,6742,6807,0,0,1,102,104
