sum_of_errors,continuous_vertices,bikengrowth_vertices,continuous_disconnected_pairs,bikengrowth_disconnected_pairs,prune_quantile,continuous_abstract_edges,bikengrowth_abstract_edges
42257.21899187094,6488,6807,180,0,1,103,104
-6704.258947704788,2774,2458,568,626,0.25,26,26
-116779.4546067514,4497,4397,111,38,0.5,52,52
87801.56323470935,5635,6030,146,0,0.75,78,78
67536.35058636982,6320,6807,146,0,1,103,104
-73328.64483657063,2658,2644,554,527,0.25,26,26
-124312.12073123775,4308,4449,213,111,0.5,52,52
-62125.31869600691,5801,5869,38,0,0.75,78,78
7204.96932129416,6719,6807,111,0,1,104,104
26480.78902368516,2591,2617,635,572,0.25,26,26
265522.32914052997,4399,4487,180,38,0.5,52,52
-255746.61078125518,5525,5670,146,0,0.75,78,78
132777.8147261383,6423,6807,38,0,1,103,104
118292.62535967614,2603,2777,440,591,0.25,26,26
-803767.6783554823,4492,4356,75,74,0.5,52,52
-285361.9470567835,5634,5651,146,0,0.75,78,78
1011.081528339801,6368,6807,146,0,1,103,104
-57805.22684220865,2696,2976,582,589,0.25,26,26
-278100.6784086537,4575,4519,213,38,0.5,52,52
-171617.74821190807,5870,5944,213,0,0.75,78,78
-2360.2179439537144,6822,6807,111,0,1,104,104
14298.440659201155,2549,2360,542,632,0.25,26,26
78777.50232680432,4138,4609,180,38,0.5,52,52
202970.02843666475,5499,5946,111,38,0.75,78,78
-18685.481111913236,6352,6807,180,0,1,103,104
75743.90944736298,2564,2863,526,652,0.25,26,26
-21525.23910769124,4282,4233,180,110,0.5,52,52
22962.042042912573,5653,5955,180,0,0.75,78,78
115590.70389196069,6349,6807,111,0,1,102,104
77644.5160032681,2628,2634,571,638,0.25,26,26
-430588.03599381325,4070,4448,180,38,0.5,52,52
-233837.12780056015,5558,5603,180,0,0.75,78,78
47445.772742605914,6058,6807,146,0,1,100,104
-189186.71635156946,2476,2785,608,444,0.25,26,26
56275.800996554346,4541,4188,245,74,0.5,52,52
103777.1628099035,5702,5906,111,0,0.75,78,78
29605.06108756177,6339,6807,146,0,1,101,104
-6418.431694639801,2493,2709,648,543,0.25,26,26
-343638.6340419449,4353,4704,213,0,0.5,52,52
-242278.36554881386,5088,5941,146,0,0.75,78,78
-12327.410450112435,6005,6807,146,0,1,103,104
-16483.548257318675,2769,2862,651,449,0.25,26,26
-761763.5978489774,4271,4383,111,0,0.5,52,52
11754.916290894014,5576,5885,180,0,0.75,78,78
-47309.81583439439,6464,6807,146,0,1,103,104
-19902.39289548998,2580,2379,594,631,0.25,26,26
608757.6062843752,4081,4601,111,0,0.5,52,52
74601.93513371544,5194,5832,146,0,0.75,78,78
-4655.137327206662,6363,6807,180,0,1,104,104
-5889.159971018704,2396,2628,661,629,0.25,26,26
-1366155.6861374122,4267,4307,146,38,0.5,52,52
-68428.86335491436,5456,5787,146,0,0.75,78,78
94103.68808334667,6289,6807,75,0,1,103,104
-57376.043486693314,2925,2951,612,580,0.25,26,26
-446987.277716247,4575,4262,180,38,0.5,52,52
-173513.0341897546,5512,5745,75,0,0.75,78,78
-37130.11918161481,6195,6807,146,0,1,102,104
31075.534582563123,2727,2655,589,602,0.25,26,26
-397456.415469575,4156,4488,180,0,0.5,52,52
-134219.73951603376,5308,5694,146,0,0.75,78,78
51638.80757573465,6134,6807,146,0,1,102,104
5854.254183091914,2617,2286,614,610,0.25,26,26
-928005.5330468745,4149,4746,213,75,0.5,52,52
-369550.00373211224,5545,5783,180,0,0.75,78,78
-23803.000589436582,6189,6807,213,0,1,103,104
28814.57112730215,2743,2446,613,659,0.25,26,26
-762374.9693830482,4322,4175,145,108,0.5,52,52
-109197.72912733958,5639,5746,111,0,0.75,78,78
133817.11213545845,6106,6807,75,0,1,102,104
-61374.669205867496,2934,2575,630,573,0.25,26,26
-499186.2050297899,4209,4541,180,75,0.5,52,52
-114288.89427398745,5308,5896,111,0,0.75,78,78
185921.51919418058,6188,6807,38,0,1,103,104
-14316.737064736657,2423,2982,662,570,0.25,26,26
-179258.07779068762,4695,4614,111,0,0.5,52,52
-81274.10669758491,5587,5822,111,0,0.75,78,78
76554.63654869437,6361,6807,111,0,1,102,104
-350273.3195081352,2458,2833,588,335,0.25,26,26
-607453.1461684861,4118,4635,245,38,0.5,52,52
28237.613016189272,5461,5966,179,0,0.75,78,78
-11537.896398776775,6138,6807,180,0,1,103,104
20287.529717787416,2677,2793,631,647,0.25,26,26
-192000.6252961596,4250,4425,180,38,0.5,52,52
-15009.344760854423,5482,5870,146,0,0.75,78,78
47944.38848422781,6309,6807,111,0,1,102,104
-8388.570742998287,2414,2665,600,579,0.25,26,26
-949634.9257044806,4529,4406,180,38,0.5,52,52
12027.103699579773,5907,5935,111,0,0.75,78,78
-21587.97594576746,6356,6807,146,0,1,103,104
-5404.915187051853,2575,2585,574,601,0.25,26,26
-199634.88247031983,3937,4513,180,38,0.5,52,52
-15993.22600283803,5665,5774,38,0,0.75,78,78
67287.28219549742,6376,6807,75,0,1,101,104
33158.987012848855,2739,2678,582,634,0.25,26,26
-70343.40001606145,4071,4180,111,75,0.5,52,52
178986.68401499838,5522,5900,180,0,0.75,78,78
-60901.51299693818,6225,6807,180,0,1,102,104
45725.77297368404,2713,2482,603,627,0.25,26,26
70006.84216976534,4181,4341,245,0,0.5,52,52
125232.46294590751,5233,5873,180,0,0.75,78,78
43432.12748338259,6097,6807,180,0,1,102,104
-201295.59611486655,2652,3067,630,360,0.25,26,26
353174.24780557293,4310,4441,146,38,0.5,52,52
260573.49787100323,5517,5676,146,0,0.75,78,78
105850.16943924464,6536,6807,75,0,1,102,104
12338.009490286311,2762,2348,641,674,0.25,26,26
-766817.7260792489,4408,4835,146,38,0.5,52,52
-104228.40669838693,5660,5782,146,0,0.75,78,78
77005.75005502107,6515,6807,111,0,1,102,104
3560.3561363111803,2629,2791,673,580,0.25,26,26
-138338.47664557167,4693,4358,111,75,0.5,52,52
-257605.20414754012,5852,5724,111,0,0.75,78,78
-46026.95324080123,6274,6807,180,0,1,102,104
-24396.000855942413,2406,2820,641,588,0.25,26,26
-722490.7134469383,3825,4384,146,0,0.5,52,52
-473613.12023205386,5382,5573,111,0,0.75,78,78
41408.12348718564,6319,6807,38,0,1,103,104
5052.7414995069885,2620,3153,609,671,0.25,26,26
411132.7791897999,4767,4711,180,143,0.5,52,52
63582.31967910295,5512,5900,146,0,0.75,78,78
18628.821839131753,6366,6807,111,0,1,101,104
-8594.14839383695,2820,2821,619,598,0.25,26,26
-1817856.2810698068,4257,4230,245,111,0.5,52,52
-8368.751716275305,5626,5868,146,0,0.75,78,78
53607.36999665233,6443,6807,111,0,1,102,104
186.98311957326518,2765,2571,643,501,0.25,26,26
390420.3889577916,4702,4472,111,75,0.5,52,52
-177668.61228399444,5883,5630,180,0,0.75,78,78
76772.5969003069,6513,6807,111,0,1,103,104
22619.051606696838,2478,2728,639,604,0.25,26,26
-843905.1224926935,4283,4449,146,38,0.5,52,52
95703.47224107114,5578,6065,111,0,0.75,78,78
57524.14640472406,6444,6807,38,0,1,103,104
-172005.51185166938,2952,2563,440,572,0.25,26,26
1202514.3888221812,3954,4713,245,38,0.5,52,52
58396.61834614726,5609,5931,180,0,0.75,78,78
-60088.47614849513,6270,6807,145,0,1,104,104
-9546.538277927917,2545,2806,626,614,0.25,26,26
141627.00428795794,4234,4487,245,38,0.5,52,52
-193415.13939483787,5702,5680,146,0,0.75,78,78
235994.3818416965,6489,6807,146,0,1,101,104
19664.22927234308,2574,2711,596,617,0.25,26,26
442234.2933944329,4197,4588,245,38,0.5,52,52
-10816.387587621157,5425,5867,146,0,0.75,78,78
139359.5699037359,6348,6807,146,0,1,103,104
-2067.240696040498,2635,2314,667,661,0.25,26,26
-453030.8870581273,4365,4420,146,0,0.5,52,52
-60138.198415064515,5680,5683,111,0,0.75,78,78
88311.07434394298,6288,6807,111,0,1,102,104
33043.616091017684,2708,3064,587,580,0.25,26,26
-115473.30601604529,4351,4660,180,38,0.5,52,52
-176425.9519295112,5670,5873,213,0,0.75,78,78
856.0042362895078,6424,6807,146,0,1,102,104
38660.8173805873,2969,2827,515,663,0.25,26,26
-798337.5255442583,4183,4716,146,38,0.5,52,52
-77329.15297537527,5102,5751,180,0,0.75,78,78
3277.694559740735,5937,6807,146,0,1,103,104
-7805.314921120925,2825,2677,608,594,0.25,26,26
-1087210.842822981,4308,4263,75,75,0.5,52,52
-309095.0599033167,5475,5717,180,0,0.75,78,78
-17386.521001392102,6324,6807,146,0,1,103,104
-374661.0378367114,2669,2877,576,409,0.25,26,26
-1092334.1091542537,4287,4321,180,75,0.5,52,52
87731.52863601717,5254,5782,180,0,0.75,78,78
23013.6572199,6170,6807,146,0,1,103,104
89369.46685207276,2399,3038,603,578,0.25,26,26
-2161733.7056235434,4614,4211,146,0,0.5,52,52
-158540.93699456955,5743,5671,146,38,0.75,78,78
6835.078659130557,6444,6807,146,0,1,102,104
-10816.931491353553,2919,2612,595,612,0.25,26,26
-1393498.8908690843,4546,4669,244,0,0.5,52,52
-3680.680620057444,5944,5775,75,0,0.75,78,78
-24584.34301471246,6555,6807,75,0,1,102,104
48433.54238607724,3045,2797,594,603,0.25,26,26
-2316571.174578759,4385,4674,213,0,0.5,52,52
14713.043733214197,5784,5982,146,0,0.75,78,78
12021.269854533639,6417,6807,111,0,1,103,104
25221.15586745324,2467,2515,561,665,0.25,26,26
-857654.7399820464,4362,4815,213,38,0.5,52,52
152397.6120529626,5192,5962,111,0,0.75,78,78
1467.2606552881775,5999,6807,180,0,1,103,104
12447.053928675487,2437,2728,566,636,0.25,26,26
-333424.94582631486,3904,4532,244,75,0.5,52,52
-141103.6846793901,5423,5846,180,0,0.75,78,78
269473.68457288935,6590,6807,38,0,1,102,104
-16017.604463437889,2397,2869,635,528,0.25,26,26
-548841.4060788669,4329,4634,356,38,0.5,52,52
-45779.74659569979,5602,5724,75,0,0.75,78,78
6153.620981176597,6242,6807,111,0,1,102,104
79118.98718731996,2919,2819,563,628,0.25,26,26
-1118981.2651484667,4198,4310,213,75,0.5,52,52
-367596.57889232197,5790,5766,75,0,0.75,78,78
-14467.891206751028,6409,6807,75,0,1,102,104
33148.48620994269,2603,2676,612,658,0.25,26,26
2028191.6457392324,4372,4522,180,74,0.5,52,52
-42421.142875950274,5814,6001,111,0,0.75,78,78
46484.820061858874,6421,6807,146,0,1,103,104
18015.028038307573,2626,2945,415,628,0.25,26,26
-156101.25691955094,4140,4534,180,0,0.5,52,52
-100506.59781066536,5427,5769,213,0,0.75,78,78
-22615.15431254693,6306,6807,213,0,1,102,104
-230234.33805675164,2763,2837,609,481,0.25,26,26
-273548.8847816776,4516,4541,180,0,0.5,52,52
62066.013889092486,5594,5793,111,0,0.75,78,78
54062.175501070546,6580,6807,75,0,1,101,104
40314.9621663221,2462,2712,540,622,0.25,26,26
-440159.4350878128,4298,4287,244,74,0.5,52,52
102153.29820161518,5200,5889,146,0,0.75,78,78
98687.22976576173,6027,6807,111,0,1,104,104
71054.54510237169,2697,2575,503,645,0.25,26,26
-250420.0494504654,4273,4693,276,75,0.5,52,52
449.3893443315219,5792,5891,146,0,0.75,78,78
-10235.407758167083,6178,6807,180,0,1,102,104
123299.3947074768,2884,2723,562,610,0.25,26,26
305982.25913856697,4417,4438,146,0,0.5,52,52
84346.18665359332,5361,5744,111,0,0.75,78,78
11675.34977575668,6612,6807,75,0,1,101,104
82418.72957973936,2656,2253,542,623,0.25,26,26
-192047.3782894051,4436,4503,146,0,0.5,52,52
80225.39964573702,5409,5931,111,0,0.75,78,78
61686.95012360673,6397,6807,38,0,1,103,104
-44360.60240080288,2301,3068,618,557,0.25,26,26
-1457034.8986826083,4224,4206,180,0,0.5,52,52
-251033.34252528124,5705,5614,146,0,0.75,78,78
10967.80255401965,6432,6807,75,0,1,101,104
19183.12035759399,2759,2634,439,652,0.25,26,26
192099.4363010894,4146,4593,180,38,0.5,52,52
-46715.20191672728,5452,5788,111,0,0.75,78,78
158700.5059016333,6190,6807,75,0,1,103,104
111608.33664903909,2525,2402,500,628,0.25,26,26
-705323.457895733,4003,4789,245,75,0.5,52,52
-142421.8445108192,5526,5870,180,0,0.75,78,78
-29342.851475224,6351,6807,111,0,1,103,104
-123.25106561709708,2262,2870,650,597,0.25,26,26
-23074.409970765748,4341,4325,213,38,0.5,52,52
-82994.86359302247,5939,5822,75,0,0.75,78,78
34435.729877021295,6411,6807,146,0,1,102,104
-48943.48731585846,2859,2781,615,588,0.25,26,26
1043824.4366187592,4058,4788,146,143,0.5,52,52
-36061.312546066336,5689,6040,146,0,0.75,78,78
41170.76699010136,6468,6807,75,0,1,102,104
6466.229808275174,2664,2527,565,646,0.25,26,26
-79983.41901242566,4057,4449,213,0,0.5,52,52
-134313.27689171187,5496,5781,213,0,0.75,78,78
188332.53663954098,6286,6807,146,0,1,102,104
-75146.23091016372,2889,2948,584,450,0.25,26,26
-538513.2940607755,4075,4687,395,38,0.5,52,52
394089.9160550521,5037,6067,111,0,0.75,78,78
5161.461776106642,6262,6807,75,0,1,103,104
-69211.60949979317,2857,2594,626,513,0.25,26,26
-238529.93530494152,4409,4251,180,145,0.5,52,52
29704.544471963512,5627,5842,146,0,0.75,78,78
55641.987077029706,6557,6807,111,0,1,102,104
-83622.69995479708,2429,2648,642,462,0.25,26,26
-195277.89232323293,4054,4471,245,38,0.5,52,52
-144444.88519926736,5615,5562,146,0,0.75,78,78
29195.122225346087,6517,6807,75,0,1,103,104
-102.5210187321718,3001,2643,483,529,0.25,26,26
661792.7996355401,4388,4667,146,38,0.5,52,52
-144789.0123056628,5446,5987,146,0,0.75,78,78
28050.059736851344,6016,6807,180,0,1,104,104
39367.3120426857,2460,2484,506,594,0.25,26,26
-999180.04866055,4251,4214,245,75,0.5,52,52
-23612.695266237846,5821,5956,180,0,0.75,78,78
123915.63117723013,6455,6807,111,0,1,102,104
-13301.606771798162,2515,2644,635,590,0.25,26,26
-789863.6406808783,4124,4229,180,110,0.5,52,52
-347090.2284527433,5157,5914,213,0,0.75,78,78
-41250.50405472309,5828,6807,213,0,1,103,104
8143.697241549701,2838,2778,609,574,0.25,26,26
-738847.8757453195,4590,4210,111,75,0.5,52,52
-203631.8342678515,5419,5711,180,0,0.75,78,78
35926.4303045883,6252,6807,146,0,1,104,104
-4327.214192228803,2749,2654,624,623,0.25,26,26
97341.43464497695,4784,4471,146,38,0.5,52,52
-304866.18717556464,5881,5784,146,0,0.75,78,78
23851.385740829828,6451,6807,111,0,1,103,104
8161.171416551229,3096,3029,619,638,0.25,26,26
-83958.57392245546,4197,4537,180,38,0.5,52,52
43923.71774751991,5176,5911,180,0,0.75,78,78
-25818.47668051676,6138,6807,146,0,1,104,104
6717.279651520009,2335,2690,629,637,0.25,26,26
-208427.37291736974,4196,4505,146,38,0.5,52,52
-221231.26771904787,5705,5786,146,0,0.75,78,78
57087.11030885593,6337,6807,75,0,1,102,104
-31774.82458941469,2677,2691,566,592,0.25,26,26
-532486.9654113791,4242,4409,213,38,0.5,52,52
-24888.42110926239,5416,5826,146,0,0.75,78,78
19920.648055323545,6271,6807,111,0,1,103,104
120980.84991297628,2788,2361,482,669,0.25,26,26
-66974.51366721094,4438,4378,146,75,0.5,52,52
423088.9190326453,5653,5799,111,0,0.75,78,78
108458.57329938027,6241,6807,38,0,1,103,104
153618.90990652906,3288,2469,439,548,0.25,26,26
2185709.1358529804,4216,4395,111,0,0.5,52,52
61553.89194641514,5529,5982,180,0,0.75,78,78
41361.33895506074,6060,6807,180,0,1,103,104
-184186.0365572846,2867,2595,594,549,0.25,26,26
-1473967.1474662507,4372,4140,213,0,0.5,52,52
